Id,SalePrice
1461,115915.4294990843
1462,169437.37631691064
1463,187121.42899508987
1464,191919.8094753019
1465,194453.43720781745
1466,172045.63749477317
1467,180165.96183472118
1468,163952.97989200495
1469,186771.9352361988
1470,114919.89447157399
1471,212808.60377826245
1472,103154.83098186526
1473,106827.42037539987
1474,150762.63979059746
1475,110804.8904866606
1476,418175.97557327553
1477,252536.09877065045
1478,283666.9243013511
1479,290388.16936400597
1480,562883.8147096339
1481,326436.47759884014
1482,208474.30206756014
1483,168328.9805050161
1484,172698.91829728746
1485,165168.87223417242
1486,195742.8570591253
1487,280686.15772226336
1488,242045.9095785157
1489,199506.28653386052
1490,206814.8268688601
1491,184128.27123043058
1492,93329.89817978081
1493,191718.39798730746
1494,291777.8922013006
1495,279811.86306695157
1496,235887.4381433883
1497,178247.0747033985
1498,158309.20447426013
1499,159184.81355962195
1500,154793.83392983893
1501,159501.3826908694
1502,139876.38130683856
1503,270300.9177818522
1504,230619.7359271669
1505,221727.5844016294
1506,160469.88083365906
1507,243544.56806881033
1508,200173.69225927675
1509,153052.8872999211
1510,150965.84401518485
1511,144982.36240859664
1512,151275.01988159458
1513,142436.29576512147
1514,171321.4374496384
1515,211167.26480143968
1516,146990.9979494189
1517,171156.0353000256
1518,131221.98474585995
1519,229355.28585345557
1520,134992.15803255708
1521,135748.5580447999
1522,169373.96663448506
1523,106771.73972429853
1524,111147.19552576999
1525,122466.98764519296
1526,120737.79461954818
1527,95722.88363025447
1528,145306.82703743852
1529,138274.15494596018
1530,182104.51817960563
1531,149443.83272026427
1532,105847.38270650414
1533,137501.42141053488
1534,123602.42447882904
1535,166671.9543966448
1536,105956.54061332016
1537,96565.83359538084
1538,167156.3418235386
1539,170550.18705407114
1540,140693.78539171052
1541,146942.5731234802
1542,156171.5435888219
1543,221097.56565871838
1544,77981.84568407186
1545,108983.73868215489
1546,149549.7863763872
1547,145768.01023746267
1548,131213.7762966495
1549,115695.34252073559
1550,144288.81071064132
1551,131667.6950523623
1552,131273.62094391798
1553,134985.82260506967
1554,111240.63443246271
1555,181776.9740653099
1556,87497.25063975409
1557,115936.0074853665
1558,103261.71776902533
1559,95558.10319836916
1560,148357.70261072644
1561,142047.66922090272
1562,129285.4039127904
1563,124448.94042632182
1564,164670.69818641085
1565,147737.4058689767
1566,252270.1553604118
1567,76837.1811294832
1568,218124.34867114126
1569,124815.44617243895
1570,127445.15897569816
1571,118377.40228635729
1572,157384.6930810658
1573,226190.44668418492
1574,149007.79040364095
1575,202512.6782620244
1576,213814.80542264314
1577,201125.63821745414
1578,127877.37576471656
1579,143422.24949595827
1580,199660.8225193191
1581,134733.63139757694
1582,125844.53410016936
1583,361490.41410531953
1584,232175.29326512254
1585,146781.42632913863
1586,71151.86369820836
1587,92766.76414946716
1588,155733.45019394145
1589,99619.58750796008
1590,139711.8712958363
1591,90865.99492569984
1592,124346.49045486929
1593,112737.011340155
1594,144974.21914325148
1595,114394.45418932491
1596,255005.53643120508
1597,165926.1073594726
1598,166239.7643530612
1599,175555.5491096749
1600,170905.89842797123
1601,57439.18612370571
1602,111902.41394811559
1603,74697.8666186569
1604,286326.48123012803
1605,254359.70619985403
1606,160405.57623892798
1607,153871.31746941197
1608,203211.54918917196
1609,183227.02979811822
1610,153405.36683452173
1611,143276.56949893147
1612,181862.4440219121
1613,173039.7572025194
1614,133664.35077543592
1615,83523.6722828335
1616,79426.15900068956
1617,96431.81582040185
1618,127889.81640080424
1619,127764.44594887782
1620,168764.25084373532
1621,146783.87263063467
1622,144014.118000185
1623,306156.1347792293
1624,206964.3017462176
1625,128985.03907627595
1626,167786.59683023574
1627,193489.41698675026
1628,270475.9460413564
1629,174428.78576215493
1630,393192.44977598364
1631,198405.05772397298
1632,229276.21682658276
1633,163733.4304242456
1634,192594.5821526452
1635,169052.56598203667
1636,158041.3567781889
1637,183836.0127830511
1638,196533.54463028052
1639,179712.74037250047
1640,276485.3500428316
1641,189418.98561434567
1642,226641.38184177555
1643,239360.98037514495
1644,223414.47632963955
1645,177227.0615049632
1646,158019.58656813594
1647,162145.08766701978
1648,142763.03399548307
1649,134381.01516508803
1650,113816.13892589638
1651,131886.61057258205
1652,100086.62562886211
1653,98235.77565982043
1654,150632.70750332403
1655,144353.31239191937
1656,155176.7384659113
1657,152122.60237357748
1658,146138.5975570999
1659,130160.78304321691
1660,167200.66957192164
1661,415510.76171174954
1662,388667.69518995465
1663,419793.2210732956
1664,411381.9218883036
1665,292830.0947975525
1666,361104.20698576415
1667,357654.2497533095
1668,337816.53723422764
1669,285147.9295965289
1670,334925.39485306456
1671,274448.19862563146
1672,526301.1905061355
1673,298253.21418807196
1674,244744.79502772345
1675,191484.6318866405
1676,190285.5809274557
1677,212620.28931546744
1678,417539.5976688487
1679,383557.59688851616
1680,337636.7716459818
1681,232527.29641813465
1682,302892.529228104
1683,189748.7032592695
1684,170046.6695616217
1685,164520.32362794343
1686,170565.88883501652
1687,158556.2994744929
1688,190605.8050031067
1689,188745.34867741447
1690,189844.44907922836
1691,176179.39484050378
1692,247984.5449340595
1693,143897.7489370017
1694,177776.78209442637
1695,150374.12419955104
1696,260286.4016680485
1697,150226.70414643694
1698,404396.0209744212
1699,315639.4412191846
1700,249222.34897875166
1701,275019.21883620793
1702,262931.82762363425
1703,256345.58742371335
1704,328994.05941314145
1705,220894.75914526256
1706,460053.91597176215
1707,212827.6525047693
1708,210375.32136231684
1709,264275.9220901908
1710,235379.09381885373
1711,237110.98827963756
1712,279608.84448522085
1713,270552.8312526152
1714,223419.27611525691
1715,198773.44011845905
1716,212105.20225143107
1717,169114.69440379477
1718,114072.65289820793
1719,193569.57607195346
1720,231545.6896655961
1721,174626.79113988002
1722,113012.51422043181
1723,161109.48638028308
1724,235845.09293272323
1725,239046.50239481856
1726,176507.68099034246
1727,176797.5249930148
1728,159642.29472848735
1729,146488.5186004414
1730,164376.17159980728
1731,120283.99831517278
1732,148465.62949484563
1733,127893.17371973766
1734,128231.13807088639
1735,128763.16436339053
1736,113507.09663893808
1737,288054.5298874093
1738,223462.6322424262
1739,291838.54114399815
1740,201957.59158897318
1741,187250.99163419058
1742,155415.01495998155
1743,169430.34008533586
1744,276287.6572245887
1745,177283.64079771726
1746,204415.8075749623
1747,222644.5793822734
1748,232453.27986837242
1749,149153.50611057653
1750,150103.70515899904
