Id,SalePrice
1461,126915.16
1462,146685.58
1463,181703.97
1464,185556.9
1465,197745.56
1466,176226.27
1467,172718.22
1468,163901.19
1469,185760.17
1470,122830.68
1471,201074.45
1472,98943.67
1473,99483.555
1474,158848.78
1475,126124.73
1476,377054.2
1477,248320.58
1478,290775.28
1479,281798.72
1480,526443.2
1481,305528.38
1482,203024.66
1483,157580.61
1484,177804.5
1485,159868.39
1486,193931.92
1487,314878.06
1488,243859.02
1489,202114.75
1490,204580.5
1491,188635.8
1492,98704.76
1493,188150.17
1494,297450.9
1495,308228.75
1496,232409.34
1497,189631.45
1498,164555.39
1499,165637.69
1500,154261.64
1501,173337.19
1502,144313.4
1503,288058.56
1504,237680.61
1505,233231.55
1506,178766.86
1507,255582.77
1508,198127.25
1509,159477.2
1510,144645.33
1511,142104.36
1512,157380.11
1513,128493.27
1514,177881.17
1515,234091.03
1516,160334.08
1517,154377.77
1518,140660.84
1519,227021.69
1520,132956.61
1521,134937.98
1522,177620.62
1523,104481.03
1524,119585.72
1525,124398.695
1526,122314.24
1527,95976.71
1528,140568.31
1529,140363.22
1530,167321.88
1531,127245.05
1532,109965.56
1533,137979.16
1534,125300.49
1535,165552.4
1536,108220.04
1537,84075.93
1538,167329.22
1539,186383.38
1540,105917.875
1541,148431.78
1542,154676.33
1543,227400.25
1544,78953.336
1545,105073.77
1546,132513.19
1547,139206.38
1548,131063.945
1549,112811.695
1550,150246.64
1551,132033.58
1552,136417.7
1553,140953.17
1554,120012.89
1555,171679.52
1556,106066.47
1557,101177.484
1558,96746.35
1559,100732.484
1560,137923.77
1561,145045.5
1562,134452.42
1563,127359.66
1564,156477.81
1565,151437.31
1566,231490.47
1567,78562.55
1568,217121.8
1569,140381.3
1570,125530.62
1571,126602.43
1572,149072.44
1573,258907.9
1574,128560.56
1575,224012.7
1576,199941.11
1577,192561.88
1578,132147.33
1579,147930.53
1580,201367.11
1581,137003.88
1582,125968.09
1583,346244.66
1584,236743.14
1585,144741.52
1586,75148.36
1587,95325.41
1588,139920.84
1589,98365.055
1590,136767.6
1591,92339.96
1592,134113.7
1593,125433.2
1594,111291.734
1595,128642.49
1596,238409.56
1597,172624.19
1598,177926.81
1599,192770.8
1600,190684.72
1601,58384.062
1602,116936.336
1603,74922.305
1604,262272.53
1605,250258.86
1606,161100.12
1607,171481.53
1608,203357.56
1609,187810.62
1610,140614.3
1611,130798.48
1612,160267.58
1613,162984.52
1614,132637.97
1615,79217.01
1616,77242.52
1617,90747.08
1618,127981.83
1619,130157.77
1620,189176.1
1621,140859.39
1622,141787.58
1623,307917.03
1624,202153.5
1625,133067.36
1626,172038.62
1627,191071.92
1628,258575.52
1629,185175.4
1630,349936.75
1631,221144.16
1632,237955.95
1633,162847.8
1634,183099.75
1635,174309.27
1636,156729.17
1637,194815.58
1638,196158.62
1639,187128.39
1640,240068.94
1641,189737.45
1642,212713.44
1643,239865.72
1644,227119.14
1645,181855.14
1646,152664.06
1647,175841.83
1648,126654.48
1649,126588.54
1650,120347.336
1651,127435.23
1652,101736.54
1653,94553.82
1654,163896.34
1655,165304.25
1656,155766.56
1657,163896.34
1658,155111.36
1659,142808.64
1660,148763.11
1661,467115.47
1662,422054.78
1663,432345.47
1664,491314.78
1665,312365.38
1666,329234.62
1667,358460.8
1668,340728.1
1669,297848.6
1670,366388.7
1671,263407.53
1672,439313.9
1673,290662.44
1674,255825.4
1675,181060.14
1676,183162.11
1677,205239.06
1678,433398.16
1679,348662.56
1680,352346.5
1681,259421.75
1682,295576.94
1683,181538.22
1684,178745.2
1685,168416.6
1686,178794.3
1687,153807.58
1688,191958.83
1689,197286.33
1690,194970.95
1691,173262.64
1692,254064.62
1693,147459.25
1694,179103.36
1695,165940.62
1696,276282.88
1697,165940.62
1698,389062.12
1699,320782.1
1700,256111.98
1701,286844.7
1702,261292.14
1703,262433.9
1704,309188.8
1705,240785.02
1706,471183.34
1707,209603.23
1708,201575.95
1709,290770.03
1710,230738.44
1711,246015.97
1712,287942.9
1713,272147.94
1714,221872.53
1715,198718.22
1716,183287.22
1717,180998.86
1718,127653.44
1719,194625.97
1720,243415.45
1721,178405.11
1722,118024.78
1723,156975.39
1724,217114.95
1725,236731.4
1726,161896.55
1727,149996.95
1728,186282.44
1729,146570.9
1730,155686.97
1731,118156.44
1732,132339.66
1733,128976.99
1734,125540.67
1735,130955.74
1736,113894.0
1737,311860.88
1738,213661.47
1739,307318.28
1740,215358.8
1741,196100.27
1742,173337.19
1743,182933.95
1744,290217.06
1745,192402.0
1746,205974.38
1747,210585.2
1748,216950.4
1749,150860.14
1750,140783.77
1751,229267.28
1752,123465.11
1753,148616.2
1754,230953.3
1755,153280.86
1756,122714.65
1757,119557.2
1758,133755.42
1759,163778.22
1760,157324.89
1761,151106.08
1762,169048.19
1763,164860.75
1764,113704.516
1765,180560.1
1766,171928.08
1767,223586.69
1768,137866.31
1769,179732.19
1770,140690.77
1771,133681.45
1772,129728.99
1773,132551.36
1774,153063.8
1775,132621.66
1776,114312.19
1777,103601.734
1778,135993.72
1779,110772.984
1780,180855.3
1781,127887.76
1782,84942.96
1783,129733.33
1784,86576.85
1785,96456.06
1786,157980.4
1787,163037.38
1788,46692.55
1789,92329.13
1790,70404.01
1791,169656.25
1792,138600.98
1793,144456.06
1794,150188.33
1795,137732.0
1796,111947.664
1797,130875.836
1798,112816.32
1799,115663.414
1800,106009.33
1801,125251.87
1802,157311.83
1803,146734.4
1804,134295.31
1805,138525.27
1806,119400.65
1807,112455.4
1808,115304.59
1809,106440.07
1810,153619.5
1811,85613.42
1812,105372.01
1813,124667.695
1814,80758.164
1815,57266.88
1816,81855.81
1817,102966.31
1818,120322.43
1819,128872.73
1820,76001.56
1821,106719.484
1822,140115.39
1823,54434.617
1824,140368.58
